x,y,z,cluster,searches,appid
-8.220771,-6.491831,10.139649,2,"5640 Sebastopol Rd., Sebastopol, CA go 5640 Sebastopol Rd., Sebastopol, CA",04025B5C-2256-4831-A0F4-0C93D7FD04AC
17.082933,15.243611,-10.374814,2,grocery,2CC386F2-1381-4C6A-89CD-2AC9E339D3A3
18.655163,2.5167758,10.596832,2,"grocery 41.93958264211935,-87.85045090324313 7024 ross st hamshire il",9d94c8fc-f93d-4143-8a98-844b05c65f12
5.8827777,9.223551,7.3882504,2,gas atm 86 Washington street Saratoga ny 12866,D1966478-C078-440F-BEE1-02ED28F4D1F9
-11.759249,-16.746931,-15.3212185,2,wedowee al a high gas la high home,427EAB55-1F8A-406A-A11F-E433BC8807C3
0.22837737,-20.545519,-13.2707405,2,Gujrat Gujrat Gujrat Lahore,6050338A-2E53-48A3-AA46-18E06D546184
-15.914511,21.104532,1.8711826,4,coffee gas grocery food,602AAAC0-3DC2-4395-A5B5-1EC70D80BC38
9.431429,4.4312778,5.6398773,2,36 Adele Ave 220 burt st apt 115,6fe0d3c3-b430-4c44-9263-812eae3a078f
-1.4219667,13.351561,-25.196888,2,coffee coffee coffee,DD87B876-8D55-4304-A5A0-E7476A14D9FE
8.079355,7.309615,-7.293858,2,Walmart,FA75477F-B8C4-4D7D-8939-2A7C248127FA
12.178131,5.383479,-17.36165,2,R Redmond whole foods,b5aff7af-25cf-4027-9162-8c9bed78c8a9
0.19030575,-2.9543116,25.109337,0,"food Bama Theatre atm 32.626163, -88.366373 32.625853, -88.367019 food 8892 Lauderdale toomsuba Rd Lauderdale, Ms. grocery 1825 Bunkum rd Ward, Alabama 36922 1825 Bunkum rd Ward, Alabama 36922 1825 Bunkum Rd. Ward AL 36922 11500 Grand Meadow Drive West Grand Bay ,Alabama",46A8EA49-A22E-49F0-89CC-C577D19EAF71
0.957788,-6.9778,-7.3221045,2,western union,df8a5703-7ed6-412b-8fa1-735f1e494620
-0.62602925,11.022787,-27.064459,2,coffee coffee,e33cba05-ba94-4e32-ac7a-ed4a16c9112e
7.777947,-12.492253,8.296618,2,"127 Abbott Way, Georgetown, KY",373C4FA2-7A33-4136-8A4A-A185D2F67D0D
1.3234525,6.0563316,-10.362921,0,"Tacoma fort McCord, Seattle fort McCord, Washington fort McCord army base coffee gas food",317D41F5-B537-4E5B-9440-12AC7DDA7592
-2.6597064,-16.01974,16.346163,2,"33.54839846584045,-101.84594282885845 5810 W Lp 289 Lubbock TX 79424 Lubbock Texas 33.159589922580565,-101.69854041991063",2af8ec70-3d8e-44da-b5d3-f05d6879975a
2.624248,-10.659508,-15.084529,2,Miami international Airport,4E8DC4DC-4189-4DFD-8B71-50E6F6858750
9.805614,-0.2755783,0.44977763,2,875 Lyon Street,2E9347D0-C2FC-4BF3-8926-CC57AB2653C2
-14.239504,7.7135673,-7.998909,2,310 gas gas grocery randel Ohio,5C38871D-4735-4275-9B0B-193276E86603
19.05625,-15.310806,1.2932035,2,"21 Evans Dr., Palm Coast 32164",F1F81DA6-023C-40C9-A399-7AEE12586DD0
-12.158875,-16.586811,9.006741,0,"Laughton Nevada Laughlin Nevada 35.161270, -114.563606 Laughlin Nevada Laughlin Nevada Laughlin Nevada Laughlin Nevada",12A780A4-4207-46AC-92CE-E7519895B345
0.98533356,-14.514313,22.567354,0,Sioux City Iowa Sioux City Iowa Sioux City Iowa Iowa Sioux City Iowa,d04f2419-1377-4de3-8caa-ee2327f980c2
-2.0900316,16.682177,-17.2929,2,atm food coffee,F304F934-BB41-4D04-84B2-FB3C75D28F3A
8.312955,14.237389,-5.852729,2,hardware store 1412 Broadway 10018,87bcd4dd-5150-40b8-8974-bce2045de570
-1.7417252,-11.783614,-5.3885565,2,Chittenden Dam,3899706A-C4C8-4239-B295-AAAFA3001B2C
-10.314291,22.104353,-7.4217825,2,"44.111004, -88.646266 44.110195, -88.646277 44.112852, -88.695734 44.112876, -88.695680 atm gas 44.097546, -88.544648",5DD6961E-4D94-478F-A60B-83ACB9153245
7.7024016,13.151265,-11.178866,2,grocery grocery,f8ce9b07-7a49-465f-ba5a-315b5f57860d
20.3978,-0.7394711,5.6998158,2,st. vivcent st. mary high school,168236c1-87bb-4daa-b474-d86743b604de
1.8813875,0.48654774,-21.24705,2,"39.274351, -103.709140 39.274293, -103.709376 anheuser Bush brewery anheuser Bush brewery Collins CO.",22A1E274-4241-4BD3-91F4-13069A359E70
-25.511827,12.347281,7.3576956,4,"105 Ritman Drive
Liverpool, NY 13090
United States coffee 'Coffee' restaurant gas",5e826380-bd6d-486d-8257-c99b7d90c754
9.478444,-4.913899,11.757926,2,Cleveland Cleveland renaissance hotel public square Cleveland public square Cleveland,4502504C-A69E-4D7C-85AC-E7AE4B5EE54B
2.3858693,2.5181084,20.551191,0,"220 Dewey St NW BERTHOLD,ND BERTHOLD, ND BERTHOLD,ND",b0a9e54e-962a-44b5-b859-c82f190e149d
-22.67941,15.393567,2.9537032,4,atm gas Wegman’s atm Whole Foods south Weymouth,1F85794A-43DB-40BD-A46D-BFA6D4045050
-21.082224,-13.021341,-10.154028,2,gas indeed champions,0AACD865-43F8-4A48-92A2-75A00668F66C
-4.667342,3.7931194,20.041925,0,1202 S James Campbell Blvd.  Suite 7e Columbia TN United States,23AADE75-882B-4FED-BCB4-9A9D07990D2E
-16.338057,-14.431941,-4.0995464,2,gas,54A4700D-DC73-45D9-B90A-112EE2096BD8
-21.310274,9.794035,-1.2098237,4,"grocery coffee food Oakdale Baptist Church 308 south Main Street Adairsville 34.532829, -84.506832 34.536666, -84.509987 Hendersonville North Carolina",427B04FB-A1ED-4826-9070-99E953538C7D
-2.5656996,12.041279,8.744663,0,"115 rue des percherons 64 Furnace way 64 Furnace way, Ottawa 64 Furness way, Ottawa 64 Furness way, Ottawa 64 Furness way, Ottawa, Ontario 64 furness Ontario 64 furness Way Ontario",5D8A5C88-3C84-4091-AEF7-B00A0BEE00B4
26.847998,-10.896022,3.0156362,2,Wadena high school,08CA56F8-AC44-42A7-99BA-E6331E2F8D76
10.245317,12.012404,-18.759727,2,food food food,AC000C9F-1432-48E6-B1C8-12780460C2CF
5.165915,8.83851,-21.00343,2,coffee food,8E7A9A05-6A01-4B6C-9246-50D6FB9C1BDD
15.05408,-1.8426881,-22.24859,2,bienestar social,56CC05CA-8ADC-4199-A18C-E9BE7414122A
-18.424866,10.565435,3.0818374,4,atm restaurant atm gas coffee,2ce04f13-4eef-4eff-bdb0-4a554fbc3a56
-8.867395,-0.8024814,-18.843323,2,"restaurant 33.77851607905568,-84.42167316330313 text text text text restaurant",c38a5fdb-49b2-44f9-acb5-6e38169c4d5b
5.7099786,10.702044,-11.972979,2,coffee Costco norwalk Costco grocery,3D77158E-F405-416D-A36A-9525299D3738
1.6698924,8.624231,-16.571186,2,coffee grocery,1653013C-06E8-4709-8F0D-C3AFDB77F88D
16.434645,-10.235577,-4.4544406,2,RMC in Orangeburg SC RMC Dialyss Center in Orangeburgh SC,4F1C2FC0-5E55-4A8E-B12B-16ED71B657A8
-1.7923054,15.219413,-4.3293447,2,3040 Levesque ouest LAVAL Que Canada atm food coffee,BDFFC5C7-4977-4C9F-A714-40EBCCC0C7CD
18.176878,3.793224,-14.011985,2,food Boston ma,9E576CFE-B132-4A30-BFA3-FE0D0128ED5D
9.175905,-7.5136366,-25.685415,2,coffee,8CF05338-CE1A-4075-8649-03E504ABB5B1
10.428776,-18.357111,10.32612,2,"Nashville, TN",73813E34-33E7-4E66-B549-10F03A2131E2
2.0615847,1.5442014,9.658861,0,"42.804951, -71.383452 beaver brook,HOLLIS my BEAVER BROOK HOLLIS, NH BEAVER BROOK HOLLIS, NH BEAVER BROOK HOLLIS, NH BEAVER BROOK HOLLIS, NH 42.804490, -71.382973",7A9B3482-1FA7-40A8-A806-B98E14D234A2
-16.338057,-14.431941,-4.0995464,2,gas,5875E57C-D507-4E9B-88F9-39FF0C0C448A
-21.448917,14.969655,11.102101,4,"gas coffee atm grocery 37.77957936504043,-122.39162440279736 37.77957087816068,-122.39162031385538 coffee coffee coffee",fec15f21-30b6-4508-bee1-ad80919f6b8f
-16.338057,-14.431941,-4.0995464,2,gas,33bc593d-091a-4dd4-94e0-43f9fe3cd010
-3.8853295,-5.8986354,-18.108898,2,restaurant,4dae5b42-0f56-4efc-986d-96fc4606f3cc
-0.59990823,-26.507563,-4.9958863,2,"417 Oakbend Drive, Lewisville, TX",3DC5FB81-D332-421E-881B-52FCB7771927
-7.6375294,8.324393,-8.457949,2,gas grocery,0C6C127B-078D-4585-BA45-81583EE9EE5F
-16.724026,5.9768677,10.059253,4,"atm restaurant restaurant restaurant restaurant restaurant gas 515 Holly St. Brainerd  MN  56401 4114 Snelling Ave South Mpls  MN 55406 44.8317804091169,-92.98676430536676",3034c0e4-fc1c-4b8e-93fe-df30960606aa
13.390625,4.4680357,-10.366622,2,"Herrengasse 9, Neudorf im Weinviertel 48.720203205382035,16.49375357377994 48.720168169875905,16.493640586079607",32bcc96f-20ba-4e42-b8b9-8fabb5f35e28
0.70896304,-2.8046777,1.308138,2,11mountain road. Riverton ct,4FA165AF-D114-44E8-B895-5F8996FD5B36
4.3660884,-16.752684,-2.446671,2,Ross,9ABA312C-FF45-4F2F-8E8C-6EC3BDD2CDB6
1.5461291,-24.866644,-5.0335436,2,1601stone heage drive wevford pa.,8d845c65-c62b-4cf1-83c8-c739f794b869
6.755671,-13.816969,-10.260876,2,21549 pleasant way Hayward 21549 pleasant way haywarf,04e8f01d-af1d-4cc1-a651-888bc7bd37ea
5.5651374,-12.397375,-2.2737966,2,816 portsmouth blv,4B75ECF5-3A07-4E8B-8DAA-AD1021AF9680
4.9501343,4.409236,-22.95598,2,mr. donut mr. donut mr. donut mr. donut,50051824-F9A1-4176-BC37-AB6F8A156574
12.698858,-19.666111,9.910078,2,"36.050430, -83.962462 7709 Holcombridge to Powell Tn",06D27F11-1DC4-4205-A6D6-3C1ABFF94175
2.8775556,5.9259973,11.418663,0,"24 White Deer Plz, Sparta, NJ, 07871-1819
US
US 35 Park Avenue
West Orange NJ",dae94dff-521f-4208-99d8-045aa3fb717c
11.014161,-7.640016,-1.8575542,2,"29233 Bull Crossing Rd
Anchor Point, Alaska 99556
USA",aa121be2-31a6-4e39-869a-4f299ff70b5a
5.2584176,-7.7811365,-23.074085,2,coffee,A519327E-AF3B-4F64-8473-225217536A09
14.278329,-3.3791578,1.4897403,2,535 Hawkins Rd selden,899c2a0d-f574-4073-9371-1ce88742db4f
-18.78098,6.678421,12.434574,4,"restaurant 44.167871901094514,-93.96394983260281 44.167362320459006,-93.96354798886613 44.16730121324639,-93.96414169189809 restaurant restaurant gas restaurant coffee 44.168155342368664,-93.9638981563802 44.148360973407165,-93.98565685135127 44.167149131384605,-93.96413241044172 restaurant",e18e814e-9487-49bf-8519-789b27bd0bd1
2.658752,-3.320307,14.062502,0,"46.138815, -98.090844 Oakes North Dakota Oakes North Dakota Oakes North Dakota",38120DCF-3627-4BD6-868F-A35C1218375B
-4.4919333,10.088687,-10.581394,2,gas food grocery,642E3257-68CC-443E-9901-CA455265D877
-12.417727,1.1803392,-11.985035,2,restaurant gas,27e3af82-731a-4d4e-ae2b-834ea373f66b
2.4911697,3.171442,27.51719,3,"44.04319182588267,-92.46134733377828 44.042900387093795,-92.46246952791938 44.042894593104194,-92.46256797674911 44.04298313858027,-92.46253313823505 groome transportation groome transportation, rochester, mn coffee mayo clinic, st Mary's hospital. Rochester MN groome, 821 civic center drive, Rochester,  mn mayo clinic, st Mary's hospital microtel 44.02056531582173,-92.48334503894947 st Mary's hospital sda school, dodge center, mn mayo clinic, st Mary's hospital sda chur3 sda church dodge  center  mn sda church 44.02242333420068,-92.72532997365781 44.08787506583869,-92.54853391484492 44.088050462283434,-92.54846041115421 44.02848748135196,-92.73480814197706 44.02765577148617,-92.73662355902391 19229 West Puget Ave
Waddell, AZ 85355
United States Carrera 7 No 99-53 Torre B Pisos 7 al 12
Edificio Corbanca
Bogota
Colombia",d80b57ef-1d96-4653-b64e-91ce13066dbe
4.3868594,3.3631177,-2.7222576,2,6386 North Eldridge Parkway a park to hike,F6F8B54F-BC7B-4DF8-B92A-A162C87DE44A
-19.662825,8.647628,-11.63872,2,gas gas,222A7BD9-8DB0-46CE-8E9B-C12775E5030F
7.0682006,22.631466,4.029184,2,4100 dodds av atm 4100 dodds av Chattanooga ten,3A1F7242-0607-4F03-B627-9BF270985BE9
4.1176114,2.4405975,-4.987199,2,eat park waterfront,f702e5ef-1d7c-4b1f-b004-e558dd7cb245
-11.295966,6.1747456,-21.2867,2,gas coffee,F69D509B-C3BD-4253-B5C0-5A43DEBD506D
-0.38492814,4.7784424,8.11104,0,6501Mechanicsville Turnpike 6501Mechanicsville Turnpike 23111 6501Mechanicsville Turnpike VA 23111 6501Mechanicsville Turnpike mechanicsville VA 23111,FBDBB080-BF5E-4C8F-8083-A70A158AFCC6
7.915052,10.598999,-19.837399,2,"33.764466, -84.396135 coffee food food 33.620605, -84.394911",1E38B447-4927-4E3A-8D74-F515F4FEFC69
-15.624494,19.180344,4.8484874,4,Shoprite gas grocery food atm grocery,062D3BE1-35EB-4552-9606-163B1FAC7A64
-10.2377405,9.554088,5.4528055,4,224 Watson Draw Rd Pateros Wa 98846 https://goo.gl/maps/ShtPtvDQ62E2 224 Watson Draw Rd Pateros Wa 98846 coffee coffee coffee coffee gas gas gas gas,1b4be8ab-6d32-4963-9a57-a8a46d092042
4.071533,7.0379963,6.6319933,2,coffee 101 Essex at Hackensack nj 307harrison av,DC665EAB-6723-4B0E-A77B-0CDCE6B082B6
-21.904352,-10.345282,-6.8672295,2,gas,5A211CA8-F8CB-4F9B-AC1A-5B70DB487BC6
13.459537,-10.302238,-9.424679,2,May,61209572-775E-4501-9626-109C62CFBA20
3.968894,-9.62082,-13.7884445,2,"28.317581, -81.671761 Fot Fort Lauradale Miami airport",01EB77FF-FCCF-493A-BA68-FE73700968ED
-0.3556578,-10.7986145,-5.565165,2,governors Creek Bridge,75E9672F-8149-478D-A7C8-2379521F2477
-6.748301,-11.991866,4.829213,2,Alhambra,0B2DEA71-B0A7-4241-9D18-BFBFC0ABD565
0.11166532,20.883743,-19.111538,2,"coffee atm 26.212829, -98.296197 26.212745, -98.296319",EAF4FC45-B215-4F7E-8602-29C59D08CCD4
-18.331625,12.836247,-9.341556,2,gas gas gas,7db1eb72-8414-4cca-ad7d-adf98f1e068d
-22.36422,7.391219,5.576117,4,gas coffee grocery restaurant atm,e1a5a89c-b0f9-42eb-8db3-7835aca3ec46
-22.416632,10.516115,7.6770897,4,"coffee 38.95356987078148,-77.34324439624598 atm restaurant grocery 38.948871260748916,-77.32724636874424 atm",db909439-b088-42cd-abaa-874d4894fa46
5.578146,-0.7941465,-29.814297,2,coffee,67840205-0F1E-4429-9465-45BC0CE81C6D
0.271823,4.747928,-8.06832,2,beverwijk nederland fory.myers fort myers gas restaurant,1ca1ec04-2b16-481f-a115-36687594c24b
17.965889,2.8074727,-17.59551,2,food,34A9D175-3586-46DB-ADC8-941DED440E48
3.4351978,24.127071,-3.0069823,2,atm,830AA7DE-C198-4182-9C46-2E006E0874AC
-5.504457,1.2662607,-15.32142,2,restaurant restaurant,3e642559-9726-4292-b11e-a6f444348e7e
3.8884723,-8.72188,-29.488167,2,coffee,ed1b641b-56c3-469d-8768-e7ae89ba177d
12.814844,-2.187684,-4.139381,2,"-0.008169474036350266,-1.0626187878415294E-4",223847fa-2cee-49b4-a4fc-a219dc56c607
-15.580497,8.840459,-17.686762,2,gas coffee coffee gas,90887336-391D-4358-9D5D-27281C0216DE
11.431617,-2.8006256,19.078276,0,maimi fl maimi airport Florida maimi  Florida maimi  Florida gas gas gasoline Parker’s has,2BEA1F71-E0E1-4B47-B9E7-DBB45E8D2983
-4.858919,-1.420055,20.74767,0,2028 w adams st Phoenix az 2028 w adams st Phoenix az 2028 w adams st Phoenix az 85009,06AC75FA-C603-485B-81A6-51F7A29B716C
4.4242225,-17.185629,0.9800462,2,adams and magnolia,B4FCE9CE-C1A9-4FF3-A618-3D70F8B6602F
1.8732748,-9.489808,26.927732,0,"coralville Camanche Iowa south amana iowa timber 520 11th St NW, Cedar Rapids, IA 52405 short street williamsburg is 503 short street williamsburg is lake iowa iowa county iowa",ddda57fa-6440-454e-b502-4c1afb3bffd5
-16.338057,-14.431941,-4.0995464,2,gas,e7aeb0f0-a061-48e1-a93c-b5cf7b7bce62
-21.478731,20.014696,4.6867023,4,coffee food grocery atm,D98FC4DE-8A86-476D-9FD4-806FEA2158C7
-16.439144,12.895127,5.192378,4,atm grocery atm grocery gas atm gas,0941e926-ce11-4877-89ef-c035704da35a
19.017895,0.3800681,5.7818804,2,St. Peter kwik trip,4EFDD146-F6DB-44D8-8569-255120B67D58
25.693329,5.389556,9.619845,2,Staten island ny,ee1634aa-2ea1-4543-9f7a-2841f7c29f3f
13.381851,-2.2733855,-12.809382,2,Lowe’s in Cartersville gs Lowe’s in Cartersville ga grocery Lowe’s,B618C2C1-39BD-479B-B882-4FDE3E098716
4.748249,4.359668,-22.381584,2,mister carwash mister carwash mister carwash mister carwash mister carwash mister carwash mister carwash,2cb735e5-b8fe-4037-872c-c8bfd905ea9e
3.330101,16.097681,8.29114,2,Yardley dermatologist pet smart pet smart  new town,7D6544A2-237B-46C2-9740-F29FC515A027
-1.5451423,-5.3034434,19.322104,0,"Birmingham, AL Rancho Cucamonga, CA grocery 2161 Greenside Way
Hoover, AL 35226 3770 James Terrace
Hoover , AL  35226",cf20080f-5f91-464c-b0c6-afe3db7c99cc
5.160601,-5.791769,5.6982236,2,3618 MISHAWAKA rd Elkhart 27085 aric way. elkhart,EACFB400-F636-4727-A6B4-1ABF07184597
-4.471204,-4.026096,-18.607233,2,restaurant,edf63a3d-67e9-4a78-bf1b-6739f037948b
-4.5987453,5.9507275,-1.921338,2,home2 hotel grand junction co grand junction co grand junction,4E678CA6-74F0-4C5A-B186-E53F4F364085
-9.39865,12.739747,9.699409,4,coffee gas restaurant gas gas atm atm gas gas gas gas atm atm gas gas grocery grocery,6889fef7-9894-40ba-8469-c0c779eb3201
-21.516047,6.526743,-8.309444,2,"33.048926, -97.010364 gas gas grand bury, Tx",81D3F2F6-934D-4B40-B1B6-EC5B2D2FA662
-10.46873,-8.203043,-12.695146,2,mohegan casino,DE7EFD0F-EB5E-4C41-A45F-1728878BDEBC
