id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1433495868280348679,1433495868280348679,2021-09-02 14:23:42 EDT,2021-09-02,14:23:42,-0400,1414215941555109889,fk_keegs,fk,,You can be ill without having COVID uno 🤣🤣🤣🤣🤣🤣,en,[],[],[],4,0,101,[],[],https://twitter.com/fk_keegs/status/1433495868280348679,False,https://twitter.com/gillham_tegan/status/1433486704929820676,0,,,,,,,,[],,,,
1433495075703558145,1433495075703558145,2021-09-02 14:20:33 EDT,2021-09-02,14:20:33,-0400,54341363,jornaloglobo,Jornal O Globo,,Mensagens indicam que ex-mulher de Bolsonaro acionou Planalto por nomeações a pedido de lobista investigado pela CPI da Covid  https://t.co/OSOQzJuTXc,pt,[],['https://oglobo.globo.com/politica/mensagens-indicam-que-ex-mulher-de-bolsonaro-acionou-planalto-por-nomeacoes-pedido-de-lobista-investigado-pela-cpi-da-covid-25182065?utm_source=Twitter&utm_medium=Social&utm_campaign=O%20Globo'],[],19,31,146,[],[],https://twitter.com/JornalOGlobo/status/1433495075703558145,False,,0,,,,,,,,[],,,,
1433494971139731459,1433494971139731459,2021-09-02 14:20:08 EDT,2021-09-02,14:20:08,-0400,845129568331612161,thenapministry,The Nap Ministry,,Covid exposed that some of these businesses needed to close cuz you treat your customers and staff like trash. So bye. Reimagine a better business model.,en,[],[],[],0,23,111,[],[],https://twitter.com/TheNapMinistry/status/1433494971139731459,False,,0,,,,,,,,[],,,,
1433494605668831233,1433494605668831233,2021-09-02 14:18:41 EDT,2021-09-02,14:18:41,-0400,326756275,hasanthehun,hasanabi,,"I DONT GO LIVE FOR ONE DAY AND ALL HELL BREAKS LOOSE, GET IN NOW THE DAYCARE IS BACK!!! JOE ROGAN TAKES HORSE DEWORMER, CANDACE OWENS DENIED COVID TEST, THE SCOTUS BLASTING ROE V. WADE IN THE DEAD OF THE NIGHT, NYC FLOODS AND MORE. DONT MISS THIS !!!  https://t.co/OTlQIU6Ehj",en,[],['http://WWW.TWITCH.TV/HASANABI'],[],66,62,1318,[],[],https://twitter.com/hasanthehun/status/1433494605668831233,False,,0,,,,,,,,[],,,,
1433494445782179847,1433494445782179847,2021-09-02 14:18:03 EDT,2021-09-02,14:18:03,-0400,1334517890012286979,eddy_bernayz,EDDY,,"Wie #LongCovid diagnostiziert wird :   A :""Hatten Sie Covid?""  B :""Ja.""  A :""Sind Sie müde? Und haben Sie eines der tausend anderen Symptome von dieser Liste hier?""  B :""Ehhm, Joa.""  A :""Sie haben LongCovid!"" 😥😰😨😱😵⚰🪦",de,[],[],[],11,15,123,['longcovid'],[],https://twitter.com/Eddy_Bernayz/status/1433494445782179847,False,,0,,,,,,,,[],,,,
1433493854339145732,1433493854339145732,2021-09-02 14:15:42 EDT,2021-09-02,14:15:42,-0400,40891771,whitlockjason,Jason Whitlock,,Gotcha. White woman denies black woman Covid test and I'm selling out. Are you really this stupid? Or are they paying you to look this stupid?,en,[],[],[],46,58,641,[],[],https://twitter.com/WhitlockJason/status/1433493854339145732,False,https://twitter.com/J_Money_Bag/status/1433487597125394442,0,,,,,,,,[],,,,
1433493443658067970,1433493443658067970,2021-09-02 14:14:04 EDT,2021-09-02,14:14:04,-0400,483932572,raykump,Ray Kump,,"I don’t think Joe Rogan’s point was that he was would never get Covid, but rather that he was healthy enough that if he did catch it, he would still be able to scissor kick 2 babies in their skulls. But he definitely wouldn’t shoot the babies with a gun, he made that very clear.",en,[],[],[],16,25,281,[],[],https://twitter.com/RayKump/status/1433493443658067970,False,,0,,,,,,,,[],,,,
1433492854781976580,1433492854781976580,2021-09-02 14:11:44 EDT,2021-09-02,14:11:44,-0400,41702018,essexpr,Adam Brooks,,"Israel is the case study on Vaccine Passports. Used in most settings, high mask use, high vax rates.  WORST COVID RATES IN THE WORLD PER MILLION PEOPLE.  Vaccine Passports are USELESS. #NoVaccinePassports  https://t.co/sdZIaJCSWc",en,[],[],['https://pbs.twimg.com/media/E-TKJvCWQAA9VlW.jpg'],18,90,252,['novaccinepassports'],[],https://twitter.com/EssexPR/status/1433492854781976580,False,,1,https://pbs.twimg.com/media/E-TKJvCWQAA9VlW.jpg,,,,,,,[],,,,
1433492671776141323,1433492671776141323,2021-09-02 14:11:00 EDT,2021-09-02,14:11:00,-0400,197057961,kapo013,🐿TONTO 013🐿,,"Y más alla de lo de Bnet, que es otra cosa, creo que nadie puede molestarse con Stu, Ricto o UR por estas ausencias. Tal como está todo cn el Covid está claro que la ilusión de competir tenía que ser mayor que el sacrificio mental/laboral/familiar que supone viajar ahora mismo.",es,[],[],[],8,5,374,[],[],https://twitter.com/kapo013/status/1433492671776141323,False,,0,,,,,,,,[],,,,
1433492652918337539,1433492652918337539,2021-09-02 14:10:56 EDT,2021-09-02,14:10:56,-0400,1390669327,danielkotzin,Daniel Kotzin,,"Let me get this straight:  The vaccine fanatics are rejoicing that Joe Rogan got sick with Covid even though he is vaccinated, because he asserted in the past that vaccinating young, healthy people may be unnecessary.  Did I get that right?",en,[],[],[],14,20,159,[],[],https://twitter.com/danielkotzin/status/1433492652918337539,False,,0,,,,,,,,[],,,,
1433492513684430849,1433492513684430849,2021-09-02 14:10:22 EDT,2021-09-02,14:10:22,-0400,34236531,garethicke,Gareth Icke 🇵🇸,,Kerching!  Pfizer Is Now Developing A Twice-Per-Day COVID Pill That Must Be Taken Alongside Vaccines via @nationalfile  https://t.co/4PBkwHEbRy,en,"[{'screen_name': 'nationalfile', 'name': 'national file', 'id': '1151261114384171008'}]",['https://nationalfile.com/pfizer-is-now-developing-a-twice-per-day-covid-pill-that-must-be-taken-alongside-vaccines/'],[],37,79,173,[],[],https://twitter.com/garethicke/status/1433492513684430849,False,,0,,,,,,,,[],,,,
1433492405873954820,1433492405873954820,2021-09-02 14:09:57 EDT,2021-09-02,14:09:57,-0400,888056848988995585,justsomeguycc,Just Some Guy,,"The left: ""COVID-19 is the most dangerous virus ever! Everyone needs to get vaccinated to stop the spread!""  Also the left: ""We won't vaccinate people who don't agree with our politics.""  Also also the left: ""Why is COVID still spreading?!""",en,[],[],[],5,29,136,[],[],https://twitter.com/justsomeguycc/status/1433492405873954820,False,https://twitter.com/RealCandaceO/status/1433250041314136067,0,,,,,,,,[],,,,
1433492061441994753,1433492061441994753,2021-09-02 14:08:35 EDT,2021-09-02,14:08:35,-0400,2427599888,timelinecr7,The CR7 Timeline.,,"📝 — Manchester United are facing a shortage of replica jerseys to sell, due to Covid-influenced delays in Adidas' supply line coinciding with the rush from the signing of Cristiano Ronaldo.  [@MiguelDelaney / Independent]  https://t.co/JhSQWmUbol",en,"[{'screen_name': 'migueldelaney', 'name': 'miguel delaney', 'id': '157381435'}]",[],['https://pbs.twimg.com/media/E-TJbcJXIAgQMNU.jpg'],1,13,128,[],[],https://twitter.com/TimelineCR7/status/1433492061441994753,False,,1,https://pbs.twimg.com/media/E-TJbcJXIAgQMNU.jpg,,,,,,,[],,,,
1433491993842302983,1433491993842302983,2021-09-02 14:08:18 EDT,2021-09-02,14:08:18,-0400,1371563113909211140,rosestobey,larissa a+ surtada.,,o abba lançando música para embalar a trilha sonora da vacinação contra a covid e decretar o fim da tristeza do mundo  https://t.co/21moyvWI5f,pt,[],[],['https://pbs.twimg.com/media/E-TJXxfWEAMhymY.jpg'],1,35,129,[],[],https://twitter.com/rosestobey/status/1433491993842302983,False,,1,https://pbs.twimg.com/media/E-TJXxfWEAMhymY.jpg,,,,,,,[],,,,
1433491883800604677,1433491883800604677,2021-09-02 14:07:52 EDT,2021-09-02,14:07:52,-0400,472245284,gtorreamione,Guillermo Torre,,Hoy recibimos aprobación de Cofepris pera iniciar estudios clínicos con suero equino para tratar COVID. Gracias cofepris por el trabajo hecho. Este protocolo es esfuerzo de TecSalud e Inosan. 100% Mexicano.,es,[],[],[],5,24,155,[],[],https://twitter.com/GTorreAmione/status/1433491883800604677,False,,0,,,,,,,,[],,,,
1433491202184208390,1433491202184208390,2021-09-02 14:05:10 EDT,2021-09-02,14:05:10,-0400,745540429,theeliklein,Eli Klein,,"It seems the Covid vaccine requirement for the US military allows for exemptions “consistent with the current policies for all the other vaccines” such as ""evidence of existing immunity"" by antibody test or ""documentation of previous infection”",en,[],[],[],13,13,155,[],[],https://twitter.com/TheEliKlein/status/1433491202184208390,False,,0,,,,,,,,[],,,,
1433491051466084358,1433491049750597648,2021-09-02 14:04:34 EDT,2021-09-02,14:04:34,-0400,1081222837459996672,repkatieporter,Rep. Katie Porter,,"Kids are going back to school at the same time that COVID cases are rising, and parents don't have a sense of when young kids will be able to get vaccinated. I'm urging @US_FDA to give families some clarity about the timeline for vaccinating kids under 12.  https://t.co/ZXQMXVCriH",en,"[{'screen_name': 'us_fda', 'name': 'u.s. fda', 'id': '208120290'}]",['https://twitter.com/RepKatiePorter/status/1427687260305063937'],[],25,57,354,[],[],https://twitter.com/RepKatiePorter/status/1433491051466084358,False,https://twitter.com/RepKatiePorter/status/1427687260305063937,0,,,,,,,,[],,,,
1433491049750597648,1433491049750597648,2021-09-02 14:04:33 EDT,2021-09-02,14:04:33,-0400,1081222837459996672,repkatieporter,Rep. Katie Porter,,"The CDC projects that without masking or testing, ~75% of kids under 12 could be infected with COVID-19 within three months.  Parents have been left in the dark with regards to when young kids will be able to get vaccinated. They deserve some answers.   https://t.co/O3RqEbmnXg",en,[],['https://www.washingtonpost.com/health/2021/08/28/delta-variant-unvaccinated-children-elementary-schools/'],[],19,165,524,[],[],https://twitter.com/RepKatiePorter/status/1433491049750597648,False,,0,,,,,,,,[],,,,
1433490878455324673,1433490878455324673,2021-09-02 14:03:53 EDT,2021-09-02,14:03:53,-0400,51263592,adamschefter,Adam Schefter,,CeeDee Lamb is among the three Cowboys coming off the COVID-19 reserve list:   https://t.co/L5qnW89ofa,en,[],['https://www.espn.com/nfl/story/_/id/32132625/dallas-cowboys-ceedee-lamb-damontae-kazee-carlos-watkins-coming-reserve-covid-list-source-says'],[],37,98,980,[],[],https://twitter.com/AdamSchefter/status/1433490878455324673,False,,0,,,,,,,,[],,,,
1433490843890065408,1433490843890065408,2021-09-02 14:03:44 EDT,2021-09-02,14:03:44,-0400,39955069,jkrincon,Juan Carlos Rincón Escalante,,Los antivacunas aman difundir una mentira: que son más los vacunados contagiados que los no vacunados.   Eso es una manipulación.   Las personas sin vacuna tienen 29 veces más chance de ser hospitalizadas por COVID-19 que las vacunadas. Y cinco veces más de contagio. Mini hilo.,es,[],[],[],2,49,217,[],[],https://twitter.com/jkrincon/status/1433490843890065408,False,,0,,,,,,,,[],,,,
1433490787472494596,1433490787472494596,2021-09-02 14:03:31 EDT,2021-09-02,14:03:31,-0400,1943730451,aihsan_goker,Prof. Dr. Ali Ihsan Goker,,Covid'in çıktığı 1.4 milyar nüfuslu Çin'de Covid yok ama sözde demokratik ülkelerin hepsi covid'in pençesinde. Bunun için 1 tek bilimsel açıklama bekliyorum. Tek 1 tane..,tr,[],[],[],18,66,227,[],[],https://twitter.com/aihsan_goker/status/1433490787472494596,False,,0,,,,,,,,[],,,,
1433490399843205121,1433490399843205121,2021-09-02 14:01:58 EDT,2021-09-02,14:01:58,-0400,17056433,iamsophianelson,Sophia A. Nelson,,I wanted to make this announcement via @KnowYourValue @NBCNews I have tested POSITIVE for #COVID and am back home in Virginia isolating. I am very symptomatic and in bed. I am fully vaccinated since May 2021. Please be careful this #LaborDayWeekend  Read:  https://t.co/kapmxlZ5Df,en,"[{'screen_name': 'knowyourvalue', 'name': 'know your value', 'id': '817030635458011136'}, {'screen_name': 'nbcnews', 'name': 'nbc news', 'id': '14173315'}]",['https://www.nbcnews.com/know-your-value/feature/i-got-breakthrough-covid-case-vacation-labor-day-don-t-ncna1278391'],[],56,65,236,"['covid', 'labordayweekend']",[],https://twitter.com/IAmSophiaNelson/status/1433490399843205121,False,,0,,,,,,,,[],,,,
1433490171262078978,1433490171262078978,2021-09-02 14:01:04 EDT,2021-09-02,14:01:04,-0400,1197861078312607744,unclesnotty,Retired Chef & Fred Head ↩️,,My horse has worms and all I can get from the Vet is a covid vaccine......,en,[],[],[],21,23,153,[],[],https://twitter.com/UncleSnotty/status/1433490171262078978,False,,0,,,,,,,,[],,,,
1433490035509133314,1433490035509133314,2021-09-02 14:00:32 EDT,2021-09-02,14:00:32,-0400,32283017,brontyman,Michael F Ozaki MD,,"Suzanna Lee, COVID test center owner, praised for refusing to serve Candace Owens - Newsweek  https://t.co/rEyO3UcgbW",en,[],['https://apple.news/AwM8wxSUPQsO6wIo9fuDAuQ'],[],6,29,144,[],[],https://twitter.com/brontyman/status/1433490035509133314,False,,0,,,,,,,,[],,,,
1433490033256943624,1433490033256943624,2021-09-02 14:00:31 EDT,2021-09-02,14:00:31,-0400,1307874066846507008,59gaming1,59 Gaming,,"Hello 59 Gamers!! As most of you know a valued member of our community GachaTalks is currently being hit with covid! This Friday at 10pm EST we will be bringing Mario Party back with Goresh, Nas, Truth and Diddy!  All proceeds go towards Gacha talks' medical fund!  https://t.co/ggacWhimUJ",en,[],[],['https://pbs.twimg.com/media/E-THljZXIAEmwQ2.jpg'],11,82,242,[],[],https://twitter.com/59Gaming1/status/1433490033256943624,False,,1,https://pbs.twimg.com/media/E-THljZXIAEmwQ2.jpg,,,,,,,[],,,,
1433489564501434369,1433489564501434369,2021-09-02 13:58:39 EDT,2021-09-02,13:58:39,-0400,803890166,_fabianoestrela,Fabiano Scolari™⚡⚡⚡,,"Grêmio Tri Campeão da América, dinheiro em caixa, um timaço voando em campo. Melhor disparado da América. Os reforços: Madson, Hernane Brocador, Thaciano. Perdeu ARTHUR e não veio NINGUÉM. Mas a culpa é do Covid...  Vai tomar no cu Romildo Bolzan!",pt,[],[],[],4,21,129,[],[],https://twitter.com/_fabianoestrela/status/1433489564501434369,False,,0,,,,,,,,[],,,,
1433489553453719555,1433489553453719555,2021-09-02 13:58:37 EDT,2021-09-02,13:58:37,-0400,35355088,blogdogarone,André Garone,,"Amigos, duas coisas importantes:  - Sigo me recuperando da Covid, me sentindo melhor a cada dia, graça a Deus 🙏 Em breve estarei de volta.  - continuarei no @lancenet . Nada mudou (pra mim). Em breve estarei de volta por lá também 🙏",pt,"[{'screen_name': 'lancenet', 'name': 'lance! (de 🏠)', 'id': '15488353'}]",[],[],11,3,221,[],[],https://twitter.com/BlogDoGarone/status/1433489553453719555,False,,0,,,,,,,,[],,,,
1433489357659312131,1433489357659312131,2021-09-02 13:57:50 EDT,2021-09-02,13:57:50,-0400,2864381561,drdebrasoh,‘The Dr. Debra Soh Podcast’ is on all platforms,,No one deserves to be discriminated against based on their views of Covid.,en,[],[],[],20,31,350,[],[],https://twitter.com/DrDebraSoh/status/1433489357659312131,False,,0,,,,,,,,[],,,,
1433489226218213377,1433489226218213377,2021-09-02 13:57:19 EDT,2021-09-02,13:57:19,-0400,16403943,rapsheet,Ian Rapoport,,"From NFL Now: The #Colts activate QB Carson Wentz off th COVID-19 list, and being back at practice is pretty important.  https://t.co/KjfXFyQaqn",en,[],[],[],22,28,250,['colts'],[],https://twitter.com/RapSheet/status/1433489226218213377,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1433489127329181704/pu/img/S8_XCzYm1lH59xCD.jpg,,,,,,,[],,,,
1433489224670621699,1433489224670621699,2021-09-02 13:57:18 EDT,2021-09-02,13:57:18,-0400,41702018,essexpr,Adam Brooks,,"France implemented Health passes to gain access to some venues on July 21st , then extended to bars, restaurants &amp; travel some 4 weeks ago. Cases are HIGHER on average than when they first implemented them..Vaccine Passports DO NOT stop the spread of Covid 19  #NoVaccinePassports  https://t.co/0sl8bjXDmy",en,[],[],"['https://pbs.twimg.com/media/E-TG2eXWEAc39Bu.jpg', 'https://pbs.twimg.com/media/E-TG2foXIAAFxYY.jpg']",20,67,278,['novaccinepassports'],[],https://twitter.com/EssexPR/status/1433489224670621699,False,,1,https://pbs.twimg.com/media/E-TG2eXWEAc39Bu.jpg,,,,,,,[],,,,
1433488772717498378,1433488772717498378,2021-09-02 13:55:31 EDT,2021-09-02,13:55:31,-0400,16041234,rawstory,Raw Story,,Conservative broadcaster who questioned vaccines and mocked AIDS deaths now sick with COVID-19  https://t.co/YgAMnJD4rQ,en,[],['https://www.rawstory.com/bob-enyart/'],[],67,54,145,[],[],https://twitter.com/RawStory/status/1433488772717498378,False,,0,,,,,,,,[],,,,
1433488728257929216,1433488728257929216,2021-09-02 13:55:20 EDT,2021-09-02,13:55:20,-0400,17429832,coreypein,Corey Pein 😃🤑😐😩💀,,"All the journalists who are saying ""maybe we should give ivermectin a chance"" are doing so mindful of the audience they can attract, not whether it works against Covid-19. It's pure positioning.",en,[],[],[],13,35,266,[],[],https://twitter.com/coreypein/status/1433488728257929216,False,,0,,,,,,,,[],,,,
1433488685840879622,1433488685840879622,2021-09-02 13:55:10 EDT,2021-09-02,13:55:10,-0400,18969131,jeromegodefroy,Jérôme Godefroy,,"Il a chopé le Covid. Il est allé à l’hosto. Il est toujours antivax. Quand on est con, on le reste.",fr,[],[],[],8,23,175,[],[],https://twitter.com/jeromegodefroy/status/1433488685840879622,False,https://twitter.com/lci/status/1433403139005292544,0,,,,,,,,[],,,,
1433488622569750528,1433488622569750528,2021-09-02 13:54:55 EDT,2021-09-02,13:54:55,-0400,16193763,jasonrantz,Jason Rantz on KTTH Radio,,"Democrats today chanted, ""My body is my own!"" -- on abortion, not on COVID vaccine mandates, of course.",en,[],[],[],9,69,317,[],[],https://twitter.com/jasonrantz/status/1433488622569750528,False,,0,,,,,,,,[],,,,
1433488514771914761,1433487491403694081,2021-09-02 13:54:29 EDT,2021-09-02,13:54:29,-0400,878247600096509952,realcandaceo,Candace Owens,,"If you don’t want conservatives to be able to test because of our viewpoints then STOP MANDATING the test, you imbeciles.   I am healthy. I do not want to play the idiotic covid test game any more.   You don’t want me there and I don’t want to be there so END the mandates.",en,[],[],[],299,355,2306,[],[],https://twitter.com/RealCandaceO/status/1433488514771914761,False,,0,,,,,,,,[],,,,
1433488311692181507,1433488311692181507,2021-09-02 13:53:41 EDT,2021-09-02,13:53:41,-0400,1183451662058479621,themood2020,The Mood 2020,,Long Covid diagnosis.   Have you had Covid?: YES  Are you tired and here’s a list of a million other symptoms have you had any of them? YES  You have Long Covid.  What a fucking scam. 🤣,en,[],[],[],22,34,231,[],[],https://twitter.com/themood2020/status/1433488311692181507,False,,0,,,,,,,,[],,,,
1433487913107398660,1433487913107398660,2021-09-02 13:52:06 EDT,2021-09-02,13:52:06,-0400,55060090,realtuckfrumper,#TuckFrump,,Conservative broadcaster who questioned vaccines and mocked AIDS deaths now sick with COVID-19  https://t.co/l9gO2PqSDZ,en,[],['http://dlvr.it/S6qLjz'],[],73,40,202,[],[],https://twitter.com/realTuckFrumper/status/1433487913107398660,False,,0,,,,,,,,[],,,,
1433487673038094340,1433487673038094340,2021-09-02 13:51:08 EDT,2021-09-02,13:51:08,-0400,1328689321185062917,rthur_013,La Abuela García®™,,En estos tiempos:  Toda Gripe es COVID hasta que se demuestre lo contrario,es,[],[],[],15,32,257,[],[],https://twitter.com/rthur_013/status/1433487673038094340,False,,0,,,,,,,,[],,,,
1433487450601664521,1433487450601664521,2021-09-02 13:50:15 EDT,2021-09-02,13:50:15,-0400,1540034828,midianinja,Mídia NINJA,,"O ex-secretário de Saúde do DF, Francisco Araújo, confirmou agora à #CPIdaCovid que a secretaria comprou testes de Covid-19 de uma empresa que tinha como atividade fim vender BRINQUEDOS. E os testes foram comprados com valores acima do mercado!",pt,[],[],[],5,30,202,['cpidacovid'],[],https://twitter.com/MidiaNINJA/status/1433487450601664521,False,,0,,,,,,,,[],,,,
1433487274520551425,1433487274520551425,2021-09-02 13:49:33 EDT,2021-09-02,13:49:33,-0400,408767819,ljoga,Luis Gouveia,,"seguinte, tenho 4 gift card de R$25,00 na Steam que ganhei da @SherwaOnline   vacinou contra o covid? manda foto sua com sua carteirinha que às 18:30h vou sortear 4 pessoas pra levar os 25 conto  precisa me seguir nada não, só mandar os rolê ai e gg",pt,"[{'screen_name': 'sherwaonline', 'name': 'sherwa online', 'id': '1115680970978365440'}]",[],[],160,25,527,[],[],https://twitter.com/LJoga/status/1433487274520551425,False,,0,,,,,,,,[],,,,
1433486732050247689,1433486732050247689,2021-09-02 13:47:24 EDT,2021-09-02,13:47:24,-0400,4691437897,darrengrimes_,Darren Grimes,,"‘Education Secretary Gavin Williamson urged the Joint Committee on Vaccination and Immunisation to approve Covid jabs for all children.’  Erm, what?!  Shouldn’t that decision come exclusively from evidence-based safety trials and real world data? Not the desires of a politician?!",en,[],[],[],33,33,190,[],[],https://twitter.com/darrengrimes_/status/1433486732050247689,False,,0,,,,,,,,[],,,,
1433486573937565698,1433486573937565698,2021-09-02 13:46:46 EDT,2021-09-02,13:46:46,-0400,13049362,complex,Complex,,The CA couple is on the run after being convicted in a $21M COVID relief fraud case. 😳  https://t.co/4rulkEAJhO,en,[],['https://bit.ly/3kRAw7g'],[],15,46,163,[],[],https://twitter.com/Complex/status/1433486573937565698,False,,0,,,,,,,,[],,,,
1433486365937700871,1433486365937700871,2021-09-02 13:45:57 EDT,2021-09-02,13:45:57,-0400,878284831,occupydemocrats,Occupy Democrats,,"BREAKING: Tallahassee’s School Board votes unanimously to approve $50,000 to hire lawyers to sue Governor DeSantis over his ban on school mask mandates. Florida leads the nation in COVID deaths &amp; hospitalizations. RT IF YOU SUPPORT THE SCHOOL BOARD’S FIGHT AGAINST DEATHSANTIS!",en,[],[],[],32,1090,2546,[],[],https://twitter.com/OccupyDemocrats/status/1433486365937700871,False,,0,,,,,,,,[],,,,
1433485960168235013,1433485960168235013,2021-09-02 13:44:20 EDT,2021-09-02,13:44:20,-0400,337808606,robertkennedyjr,Robert F. Kennedy Jr,,"Two active duty members of U.S. Armed Forces filed a lawsuit against DOD, FDA + HHS on behalf of themselves + 220,000 active service members who are being forced to get a COVID vaccine despite having had COVID and acquired natural immunity to SARS-CoV-2.   https://t.co/fiAvIxapeu",en,[],['https://childrenshealthdefense.org/defender/military-service-members-natural-immunity-lawsuit-dod-fda-hhs-covid-vaccine-mandate/'],[],53,724,1587,[],[],https://twitter.com/RobertKennedyJr/status/1433485960168235013,False,,0,,,,,,,,[],,,,
